12464.91932,283.9
12540.54172,262.8
12634.64012,248
12651.24012,238
12663.07312,237
12351.06312,227
11632.91012,196.5
10993.43662,155
10737.61662,145
10270.97422,139.4
9907.582621,135
5831.8151,85.65
4945.3451,75.65
4876.7821,74.90
3920.68267,64.9
3123.7571,56.97
2909.1255,54.75
1440.99,45
431.762,35
0,25
152.354,15
